species,month,pounds_caught,year
greenspotted rockfish,august,228,2013
greens triped rockfish,august,3,2013
group bolina rockfish,august,0,2013
group nearshore rockfish,august,0,2013
group red rockfish,august,224,2013
group shelf rockfish,august,0,2013
kelp rockfish,august,11,2013
oliv e rockfish,august,75,2013
pinkrose rockfish,august,0,2013
rosethorn rockfish,august,0,2013
rosy  rockfish,august,0,2013
speckled rockfish,august,47,2013
splitnose rockfish,august,0,2013
squarespot rockfish,august,0,2013
s tarry  rockfish,august,13,2013
treefish rockfish,august,4,2013
unspecified rockfish,august,0,2013
v ermilion rockfish,august,1145,2013
widow rockfish,august,0,2013
y ellowtail rockfish,august,63,2013
sablefish,august,20008,2013
chinook salmon,august,0,2013
pacific sanddab,august,43,2013
sanddab,august,133,2013
pacific sardine,august,0,2013
sargo,august,0,2013
california scorpionfish,august,60,2013
white seabass,august,19886,2013
pacific angel shark,august,526,2013
bigeye thresher shark,august,0,2013
brown smoothhound shark,august,61,2013
horn shark,august,0,2013
leopard shark,august,0,2013
pelagic thresher shark,august,0,2013
shortfin mako shark,august,1192,2013
soupfin shark,august,42,2013
spiny  dogfish shark,august,0,2013
thresher shark,august,1749,2013
unspecified shark,august,0,2013
california sheephead,august,1967,2013
california skate,august,0,2013
longnose skate,august,1347,2013
unspecified skate,august,161,2013
dover sole,august,37,2013
english sole,august,84,2013
petrale sole,august,239,2013
rock sole,august,333,2013
sand sole,august,0,2013
unspecified sole,august,238,2013
splittail,august,2148,2013
barred surfperch,august,312,2013
black surfperch,august,0,2013
rainbow surfperch,august,6,2013
rubberlip surfperch,august,0,2013
unspecified surfperch,august,0,2013
swordfish,august,0,2013
longspine thornyhead,august,140,2013
shortspine thornyhead,august,5043,2013
pacific tomcod,august,0,2013
albacore tuna,august,303,2013
bigeye tuna,august,0,2013
bluefin tuna,august,0,2013
skipjack tuna,august,0,2013
diamond turbot,august,14,2013
wahoo,august,0,2013
ocean whitefish,august,30,2013
yellowtail,august,575,2013
crus taceans,august,NA,2013
dungeness  crab,august,165,2013
armed box crab,august,30,2013
box crab,august,121,2013
brown rock crab,august,4583,2013
claws crab,august,17,2013
king crab,august,0,2013
pelagic red crab,august,0,2013
red rock crab,august,55062,2013
rock unspecified crab,august,58099,2013
sand crab,august,13,2013
shore crab,august,0,2013
spider crab,august,3211,2013
spider/sheep claws crab,august,96,2013
y ellow rock crab,august,35714,2013
unspecified crus tacean,august,0,2013
california spiny  lobs ter,august,0,2013
ridgeback prawn,august,160,2013
spot prawn,august,8675,2013
mantis  shrimp,august,164,2013
ocean (pink) shrimp,august,0,2013
unspecified shrimp,august,0,2013
echinoderms,august,NA,2013
giant red sea cucumber,august,23698,2013
unspecified sea cucumber,august,0,2013
warty  sea cucumber,august,11032,2013
sea s tars ,august,0,2013
purple sea urchin,august,193,2013
red sea urchin,august,560981,2013
mollusks,august,NA,2013
keyhole limpet,august,0,2013
unspecified mollusk,august,0,2013
unspecified octopus,august,0,2013
top snail,august,92,2013
moon snails ,august,0,2013
jumbo squid,august,0,2013
market squid,august,17015419,2013
kellet's  whelk,august,7338,2013
plants,august,NA,2013
kelp,august,0,2013
worms,august,NA,2013
tunicates ,august,0,2013
dolphin (fish),august,0,2013
escolar,august,0,2013
pacific mackerel,august,0,2013
opah,august,0,2013
pacific pomfret,august,0,2013
shortfin mako shark,august,0,2013
swordfish,august,0,2013
albacore tuna,august,0,2013
bigeye tuna,august,0,2013
skipjack tuna,august,0,2013
y ellowfin tuna,august,0,2013
wahoo,august,0,2013
northern anchovy ,september,88345,2013
california barracuda,september,0,2013
giant sea bass,september,126,2013
pacific bonito,september,0,2013
butterfish (pacific pompano),september,16,2013
cabezon,september,947,2013
white croaker,september,48,2013
dolphin (fish),september,0,2013
california moray  eel,september,0,2013
escolar,september,0,2013
unspecified fish,september,0,2013
s tarry  flounder,september,0,2013
kelp greenling,september,13,2013
grenadier,september,160,2013
shovelnose guitarfish,september,45,2013
california halibut,september,8195,2013
jacksmelt,september,0,2013
lingcod,september,437,2013
california lizardfish,september,0,2013
louvar,september,0,2013
pacific mackerel,september,0,2013
jack mackerel,september,0,2013
unspecified mackerel,september,0,2013
opah,september,0,2013
opaleye,september,12,2013
pacific pomfret,september,0,2013
pacific electric ray ,september,0,2013
bat ray ,september,64,2013
china rockfish,september,0,2013
mexican rockfish,september,0,2013
pacific ocean perch rockfish,september,0,2013
aurora rockfish,september,6,2013
bank rockfish,september,0,2013
black-and-yellow rockfish,september,45,2013
blackgill rockfish,september,563,2013
blue rockfish,september,84,2013
bocaccio rockfish,september,154,2013
brown rockfish,september,1,2013
chilipepper rockfish,september,2,2013
copper rockfish,september,256,2013
flag rockfish,september,24,2013
gopher rockfish,september,16,2013
grass  rockfish,september,1624,2013
greenblotched rockfish,september,0,2013
greenspotted rockfish,september,182,2013
greens triped rockfish,september,2,2013
group bolina rockfish,september,0,2013
group nearshore rockfish,september,0,2013
group red rockfish,september,256,2013
group shelf rockfish,september,0,2013
kelp rockfish,september,4,2013
oliv e rockfish,september,61,2013
pinkrose rockfish,september,0,2013
rosethorn rockfish,september,0,2013
rosy  rockfish,september,2,2013
speckled rockfish,september,0,2013
splitnose rockfish,september,0,2013
squarespot rockfish,september,0,2013
s tarry  rockfish,september,80,2013
treefish rockfish,september,5,2013
unspecified rockfish,september,0,2013
v ermilion rockfish,september,750,2013
widow rockfish,september,1,2013
y ellowtail rockfish,september,0,2013
sablefish,september,32809,2013
chinook salmon,september,33,2013
pacific sanddab,september,0,2013
sanddab,september,30,2013
pacific sardine,september,0,2013
sargo,september,0,2013
california scorpionfish,september,26,2013
white seabass,september,5177,2013
pacific angel shark,september,890,2013
bigeye thresher shark,september,0,2013
brown smoothhound shark,september,71,2013
horn shark,september,0,2013
leopard shark,september,0,2013
pelagic thresher shark,september,0,2013
shortfin mako shark,september,33,2013
soupfin shark,september,24,2013
spiny  dogfish shark,september,0,2013
thresher shark,september,284,2013
unspecified shark,september,0,2013
california sheephead,september,1389,2013
california skate,september,0,2013
longnose skate,september,0,2013
unspecified skate,september,144,2013
dover sole,september,64,2013
english sole,september,26,2013
petrale sole,september,182,2013
rock sole,september,308,2013
sand sole,september,0,2013
unspecified sole,september,153,2013
splittail,september,0,2013
barred surfperch,september,114,2013
black surfperch,september,42,2013
rainbow surfperch,september,14,2013
rubberlip surfperch,september,0,2013
unspecified surfperch,september,0,2013
swordfish,september,576,2013
longspine thornyhead,september,1169,2013
shortspine thornyhead,september,7439,2013
pacific tomcod,september,0,2013
albacore tuna,september,111,2013
bigeye tuna,september,0,2013
bluefin tuna,september,0,2013
skipjack tuna,september,0,2013
diamond turbot,september,0,2013
wahoo,september,0,2013
ocean whitefish,september,34,2013
yellowtail,september,340,2013
crus taceans,september,NA,2013
dungeness  crab,september,0,2013
armed box crab,september,0,2013
box crab,september,69,2013
brown rock crab,september,7671,2013
claws crab,september,0,2013
king crab,september,0,2013
pelagic red crab,september,0,2013
red rock crab,september,51974,2013
rock unspecified crab,september,42501,2013
sand crab,september,0,2013
shore crab,september,0,2013
spider crab,september,803,2013
spider/sheep claws crab,september,2,2013
y ellow rock crab,september,24244,2013
unspecified crus tacean,september,0,2013
california spiny  lobs ter,september,0,2013
ridgeback prawn,september,22,2013
spot prawn,september,10898,2013
mantis  shrimp,september,31,2013
ocean (pink) shrimp,september,0,2013
unspecified shrimp,september,0,2013
echinoderms,september,NA,2013
giant red sea cucumber,september,9004,2013
unspecified sea cucumber,september,0,2013
warty  sea cucumber,september,10343,2013
sea s tars ,september,0,2013
purple sea urchin,september,361,2013
red sea urchin,september,500731,2013
mollusks,september,NA,2013
keyhole limpet,september,0,2013
unspecified mollusk,september,0,2013
unspecified octopus,september,0,2013
top snail,september,0,2013
moon snails ,september,0,2013
jumbo squid,september,0,2013
market squid,september,14308823,2013
kellet's  whelk,september,6440,2013
plants,september,NA,2013
kelp,september,0,2013
worms,september,NA,2013
tunicates ,september,0,2013
dolphin (fish),september,0,2013
escolar,september,0,2013
pacific mackerel,september,0,2013
opah,september,0,2013
pacific pomfret,september,0,2013
shortfin mako shark,september,0,2013
swordfish,september,0,2013
albacore tuna,september,0,2013
bigeye tuna,september,0,2013
skipjack tuna,september,0,2013
y ellowfin tuna,september,0,2013
wahoo,september,0,2013
northern anchovy ,october,5254,2013
california barracuda,october,0,2013
giant sea bass,october,33,2013
pacific bonito,october,0,2013
butterfish (pacific pompano),october,218,2013
cabezon,october,2375,2013
white croaker,october,108,2013
dolphin (fish),october,31,2013
california moray  eel,october,5,2013
escolar,october,0,2013
unspecified fish,october,0,2013
s tarry  flounder,october,0,2013
kelp greenling,october,2,2013
grenadier,october,71,2013
shovelnose guitarfish,october,0,2013
california halibut,october,5199,2013
jacksmelt,october,0,2013
lingcod,october,964,2013
california lizardfish,october,78,2013
louvar,october,83,2013
pacific mackerel,october,0,2013
jack mackerel,october,0,2013
unspecified mackerel,october,0,2013
opah,october,1268,2013
opaleye,october,9,2013
pacific pomfret,october,13,2013
pacific electric ray ,october,0,2013
bat ray ,october,0,2013
china rockfish,october,0,2013
mexican rockfish,october,0,2013
pacific ocean perch rockfish,october,0,2013
aurora rockfish,october,0,2013
bank rockfish,october,0,2013
black-and-yellow rockfish,october,82,2013
blackgill rockfish,october,1484,2013
blue rockfish,october,52,2013
bocaccio rockfish,october,632,2013
brown rockfish,october,146,2013
chilipepper rockfish,october,117,2013
copper rockfish,october,1092,2013
flag rockfish,october,26,2013
gopher rockfish,october,155,2013
grass  rockfish,october,1711,2013
greenblotched rockfish,october,0,2013
greenspotted rockfish,october,268,2013
greens triped rockfish,october,5,2013
group bolina rockfish,october,0,2013
group nearshore rockfish,october,5,2013
group red rockfish,october,455,2013
group shelf rockfish,october,0,2013
kelp rockfish,october,70,2013
oliv e rockfish,october,101,2013
pinkrose rockfish,october,0,2013
rosethorn rockfish,october,0,2013
rosy  rockfish,october,4,2013
speckled rockfish,october,48,2013
splitnose rockfish,october,0,2013
squarespot rockfish,october,0,2013
s tarry  rockfish,october,80,2013
treefish rockfish,october,11,2013
unspecified rockfish,october,35,2013
v ermilion rockfish,october,1499,2013
widow rockfish,october,1,2013
y ellowtail rockfish,october,116,2013
sablefish,october,38169,2013
chinook salmon,october,0,2013
pacific sanddab,october,0,2013
sanddab,october,107,2013
pacific sardine,october,5,2013
sargo,october,0,2013
california scorpionfish,october,218,2013
white seabass,october,3993,2013
pacific angel shark,october,315,2013
bigeye thresher shark,october,0,2013
brown smoothhound shark,october,0,2013
horn shark,october,0,2013
leopard shark,october,46,2013
pelagic thresher shark,october,0,2013
shortfin mako shark,october,396,2013
soupfin shark,october,247,2013
spiny  dogfish shark,october,0,2013
thresher shark,october,272,2013
unspecified shark,october,0,2013
california sheephead,october,3383,2013
california skate,october,0,2013
longnose skate,october,27,2013
unspecified skate,october,28,2013
dover sole,october,39,2013
english sole,october,217,2013
petrale sole,october,0,2013
rock sole,october,2050,2013
sand sole,october,0,2013
unspecified sole,october,18,2013
splittail,october,0,2013
barred surfperch,october,97,2013
black surfperch,october,55,2013
rainbow surfperch,october,0,2013
rubberlip surfperch,october,0,2013
unspecified surfperch,october,183,2013
swordfish,october,3500,2013
longspine thornyhead,october,163,2013
shortspine thornyhead,october,8400,2013
pacific tomcod,october,0,2013
albacore tuna,october,1075,2013
bigeye tuna,october,0,2013
bluefin tuna,october,1387,2013
skipjack tuna,october,211,2013
diamond turbot,october,0,2013
wahoo,october,0,2013
ocean whitefish,october,295,2013
yellowtail,october,203,2013
crus taceans,october,NA,2013
dungeness  crab,october,0,2013
armed box crab,october,0,2013
box crab,october,0,2013
brown rock crab,october,8823,2013
claws crab,october,8,2013
king crab,october,0,2013
pelagic red crab,october,0,2013
red rock crab,october,61182,2013
rock unspecified crab,october,41073,2013
sand crab,october,0,2013
shore crab,october,0,2013
spider crab,october,1407,2013
spider/sheep claws crab,october,14,2013
y ellow rock crab,october,23415,2013
unspecified crus tacean,october,0,2013
california spiny  lobs ter,october,96793,2013
ridgeback prawn,october,1016,2013
spot prawn,october,12579,2013
mantis  shrimp,october,27,2013
ocean (pink) shrimp,october,0,2013
unspecified shrimp,october,0,2013
echinoderms,october,NA,2013
giant red sea cucumber,october,4656,2013
unspecified sea cucumber,october,12,2013
warty  sea cucumber,october,501,2013
sea s tars ,october,0,2013
purple sea urchin,october,146,2013
red sea urchin,october,856446,2013
mollusks,october,NA,2013
keyhole limpet,october,0,2013
unspecified mollusk,october,0,2013
unspecified octopus,october,0,2013
top snail,october,0,2013
moon snails ,october,0,2013
jumbo squid,october,0,2013
market squid,october,19327638,2013
kellet's  whelk,october,5414,2013
plants,october,NA,2013
kelp,october,0,2013
worms,october,NA,2013
tunicates ,october,0,2013
dolphin (fish),october,0,2013
escolar,october,0,2013
pacific mackerel,october,25,2013
opah,october,0,2013
pacific pomfret,october,0,2013
shortfin mako shark,october,0,2013
swordfish,october,0,2013
albacore tuna,october,48824,2013
bigeye tuna,october,0,2013
skipjack tuna,october,250,2013
y ellowfin tuna,october,0,2013
wahoo,october,0,2013
northern anchovy ,november,0,2013
california barracuda,november,17,2013
giant sea bass,november,70,2013
pacific bonito,november,0,2013
butterfish (pacific pompano),november,138,2013
cabezon,november,1326,2013
white croaker,november,347,2013
dolphin (fish),november,0,2013
california moray  eel,november,0,2013
escolar,november,0,2013
unspecified fish,november,0,2013
s tarry  flounder,november,0,2013
kelp greenling,november,0,2013
grenadier,november,0,2013
shovelnose guitarfish,november,140,2013
california halibut,november,3005,2013
jacksmelt,november,3,2013
lingcod,november,1049,2013
california lizardfish,november,423,2013
louvar,november,0,2013
pacific mackerel,november,0,2013
jack mackerel,november,0,2013
unspecified mackerel,november,0,2013
opah,november,1966,2013
opaleye,november,12,2013
pacific pomfret,november,0,2013
pacific electric ray ,november,160,2013
bat ray ,november,0,2013
china rockfish,november,0,2013
mexican rockfish,november,22,2013
pacific ocean perch rockfish,november,0,2013
aurora rockfish,november,0,2013
bank rockfish,november,0,2013
black-and-yellow rockfish,november,78,2013
blackgill rockfish,november,865,2013
blue rockfish,november,22,2013
bocaccio rockfish,november,262,2013
brown rockfish,november,96,2013
chilipepper rockfish,november,260,2013
copper rockfish,november,948,2013
flag rockfish,november,31,2013
gopher rockfish,november,32,2013
grass  rockfish,november,1175,2013
greenblotched rockfish,november,71,2013
greenspotted rockfish,november,144,2013
greens triped rockfish,november,9,2013
group bolina rockfish,november,7,2013
group nearshore rockfish,november,9,2013
group red rockfish,november,245,2013
group shelf rockfish,november,18,2013
kelp rockfish,november,96,2013
oliv e rockfish,november,57,2013
pinkrose rockfish,november,6,2013
rosethorn rockfish,november,0,2013
rosy  rockfish,november,5,2013
speckled rockfish,november,166,2013
splitnose rockfish,november,7,2013
squarespot rockfish,november,4,2013
s tarry  rockfish,november,73,2013
treefish rockfish,november,8,2013
unspecified rockfish,november,0,2013
v ermilion rockfish,november,1729,2013
widow rockfish,november,91,2013
y ellowtail rockfish,november,0,2013
sablefish,november,48322,2013
chinook salmon,november,0,2013
pacific sanddab,november,0,2013
sanddab,november,47,2013
pacific sardine,november,0,2013
sargo,november,0,2013
california scorpionfish,november,5,2013
white seabass,november,966,2013
pacific angel shark,november,370,2013
bigeye thresher shark,november,0,2013
brown smoothhound shark,november,0,2013
horn shark,november,23,2013
leopard shark,november,41,2013
pelagic thresher shark,november,0,2013
shortfin mako shark,november,881,2013
soupfin shark,november,428,2013
spiny  dogfish shark,november,0,2013
thresher shark,november,1218,2013
unspecified shark,november,0,2013
california sheephead,november,2655,2013
california skate,november,0,2013
longnose skate,november,0,2013
unspecified skate,november,98,2013
dover sole,november,6,2013
english sole,november,210,2013
petrale sole,november,0,2013
rock sole,november,5,2013
sand sole,november,0,2013
unspecified sole,november,64,2013
splittail,november,0,2013
barred surfperch,november,325,2013
black surfperch,november,0,2013
rainbow surfperch,november,2,2013
rubberlip surfperch,november,0,2013
unspecified surfperch,november,127,2013
swordfish,november,1966,2013
longspine thornyhead,november,1103,2013
shortspine thornyhead,november,11850,2013
pacific tomcod,november,0,2013
albacore tuna,november,276,2013
bigeye tuna,november,0,2013
bluefin tuna,november,545,2013
skipjack tuna,november,38,2013
diamond turbot,november,0,2013
wahoo,november,0,2013
ocean whitefish,november,509,2013
yellowtail,november,0,2013
crus taceans,november,NA,2013
dungeness  crab,november,239,2013
armed box crab,november,0,2013
box crab,november,0,2013
brown rock crab,november,9656,2013
claws crab,november,0,2013
king crab,november,0,2013
pelagic red crab,november,0,2013
red rock crab,november,56283,2013
rock unspecified crab,november,22233,2013
sand crab,november,0,2013
shore crab,november,6,2013
spider crab,november,1130,2013
spider/sheep claws crab,november,13,2013
y ellow rock crab,november,20076,2013
unspecified crus tacean,november,0,2013
california spiny  lobs ter,november,60108,2013
ridgeback prawn,november,1837,2013
spot prawn,november,214,2013
mantis  shrimp,november,0,2013
ocean (pink) shrimp,november,0,2013
unspecified shrimp,november,0,2013
echinoderms,november,NA,2013
giant red sea cucumber,november,4228,2013
unspecified sea cucumber,november,0,2013
warty  sea cucumber,november,519,2013
sea s tars ,november,0,2013
purple sea urchin,november,93,2013
red sea urchin,november,704247,2013
mollusks,november,NA,2013
keyhole limpet,november,0,2013
unspecified mollusk,november,0,2013
unspecified octopus,november,0,2013
top snail,november,0,2013
moon snails ,november,0,2013
jumbo squid,november,0,2013
market squid,november,0,2013
kellet's  whelk,november,5273,2013
plants,november,NA,2013
kelp,november,0,2013
worms,november,NA,2013
tunicates ,november,0,2013
dolphin (fish),november,0,2013
escolar,november,0,2013
pacific mackerel,november,0,2013
opah,november,0,2013
pacific pomfret,november,0,2013
shortfin mako shark,november,0,2013
swordfish,november,0,2013
albacore tuna,november,0,2013
bigeye tuna,november,0,2013
skipjack tuna,november,0,2013
y ellowfin tuna,november,0,2013
wahoo,november,0,2013
northern anchovy ,december,0,2013
california barracuda,december,0,2013
giant sea bass,december,40,2013
pacific bonito,december,0,2013
butterfish (pacific pompano),december,132,2013
cabezon,december,833,2013
white croaker,december,266,2013
dolphin (fish),december,0,2013
california moray  eel,december,0,2013
escolar,december,0,2013
unspecified fish,december,0,2013
s tarry  flounder,december,0,2013
kelp greenling,december,0,2013
grenadier,december,809,2013
shovelnose guitarfish,december,13,2013
california halibut,december,4130,2013
jacksmelt,december,0,2013
lingcod,december,11,2013
california lizardfish,december,405,2013
louvar,december,10,2013
pacific mackerel,december,0,2013
jack mackerel,december,0,2013
unspecified mackerel,december,0,2013
opah,december,471,2013
opaleye,december,10,2013
pacific pomfret,december,0,2013
pacific electric ray ,december,0,2013
bat ray ,december,0,2013
china rockfish,december,0,2013
mexican rockfish,december,0,2013
pacific ocean perch rockfish,december,0,2013
aurora rockfish,december,1,2013
bank rockfish,december,334,2013
black-and-yellow rockfish,december,70,2013
blackgill rockfish,december,1102,2013
blue rockfish,december,7,2013
bocaccio rockfish,december,493,2013
brown rockfish,december,32,2013
chilipepper rockfish,december,165,2013
copper rockfish,december,2841,2013
flag rockfish,december,11,2013
gopher rockfish,december,44,2013
grass  rockfish,december,763,2013
greenblotched rockfish,december,0,2013
greenspotted rockfish,december,39,2013
greens triped rockfish,december,1,2013
group bolina rockfish,december,0,2013
group nearshore rockfish,december,0,2013
group red rockfish,december,127,2013
group shelf rockfish,december,65,2013
kelp rockfish,december,7,2013
oliv e rockfish,december,67,2013
pinkrose rockfish,december,0,2013
rosethorn rockfish,december,0,2013
rosy  rockfish,december,0,2013
speckled rockfish,december,62,2013
splitnose rockfish,december,21,2013
squarespot rockfish,december,0,2013
s tarry  rockfish,december,62,2013
treefish rockfish,december,13,2013
unspecified rockfish,december,41,2013
v ermilion rockfish,december,2623,2013
widow rockfish,december,85,2013
y ellowtail rockfish,december,82,2013
sablefish,december,36800,2013
chinook salmon,december,0,2013
pacific sanddab,december,0,2013
sanddab,december,35,2013
pacific sardine,december,0,2013
sargo,december,0,2013
california scorpionfish,december,27,2013
white seabass,december,667,2013
pacific angel shark,december,716,2013
bigeye thresher shark,december,0,2013
brown smoothhound shark,december,0,2013
horn shark,december,12,2013
leopard shark,december,22,2013
pelagic thresher shark,december,0,2013
shortfin mako shark,december,849,2013
soupfin shark,december,129,2013
spiny  dogfish shark,december,0,2013
thresher shark,december,2438,2013
unspecified shark,december,0,2013
california sheephead,december,3085,2013
california skate,december,0,2013
longnose skate,december,67,2013
unspecified skate,december,80,2013
dover sole,december,0,2013
english sole,december,207,2013
petrale sole,december,3,2013
rock sole,december,2,2013
sand sole,december,0,2013
unspecified sole,december,85,2013
splittail,december,0,2013
barred surfperch,december,257,2013
black surfperch,december,69,2013
rainbow surfperch,december,0,2013
rubberlip surfperch,december,0,2013
unspecified surfperch,december,7,2013
swordfish,december,1374,2013
longspine thornyhead,december,692,2013
shortspine thornyhead,december,7749,2013
pacific tomcod,december,0,2013
albacore tuna,december,0,2013
bigeye tuna,december,0,2013
bluefin tuna,december,150,2013
skipjack tuna,december,0,2013
diamond turbot,december,0,2013
wahoo,december,0,2013
ocean whitefish,december,236,2013
yellowtail,december,28,2013
crus taceans,december,NA,2013
dungeness  crab,december,1006,2013
armed box crab,december,0,2013
box crab,december,36,2013
brown rock crab,december,13325,2013
claws crab,december,10,2013
king crab,december,0,2013
pelagic red crab,december,0,2013
red rock crab,december,61621,2013
rock unspecified crab,december,11858,2013
sand crab,december,0,2013
shore crab,december,0,2013
spider crab,december,1006,2013
spider/sheep claws crab,december,122,2013
y ellow rock crab,december,25778,2013
unspecified crus tacean,december,0,2013
california spiny  lobs ter,december,44914,2013
ridgeback prawn,december,2830,2013
spot prawn,december,181,2013
mantis  shrimp,december,0,2013
ocean (pink) shrimp,december,0,2013
unspecified shrimp,december,0,2013
echinoderms,december,NA,2013
giant red sea cucumber,december,2704,2013
unspecified sea cucumber,december,1070,2013
warty  sea cucumber,december,324,2013
sea s tars ,december,0,2013
purple sea urchin,december,0,2013
red sea urchin,december,739396,2013
mollusks,december,NA,2013
keyhole limpet,december,0,2013
unspecified mollusk,december,0,2013
unspecified octopus,december,1,2013
top snail,december,0,2013
moon snails ,december,0,2013
jumbo squid,december,130,2013
market squid,december,0,2013
kellet's  whelk,december,4670,2013
plants,december,NA,2013
kelp,december,0,2013
worms,december,NA,2013
tunicates ,december,0,2013
dolphin (fish),december,0,2013
escolar,december,0,2013
pacific mackerel,december,0,2013
opah,december,0,2013
pacific pomfret,december,0,2013
shortfin mako shark,december,0,2013
swordfish,december,0,2013
albacore tuna,december,0,2013
bigeye tuna,december,0,2013
skipjack tuna,december,0,2013
y ellowfin tuna,december,0,2013
wahoo,december,0,2013
northern anchovy,january,0,2014
california barracuda,january,0,2014
giant sea bass,january,178,2014
blacksmith,january,0,2014
pacific bonito,january,8,2014
butterfish (pacific pompano),january,124,2014
cabezon,january,662,2014
white croaker,january,322,2014
dolphin (fish),january,0,2014
california moray eel,january,0,2014
monkeyface (prickleback) eel,january,0,2014
escolar,january,0,2014
unspecified fish,january,33,2014
arrowtooth flounder,january,0,2014
starry flounder,january,0,2014
unspecified flounder,january,0,2014
flyingfish,january,0,2014
kelp greenling,january,1,2014
grenadier,january,649,2014
shovelnose guitarfish,january,27,2014
halfmoon,january,0,2014
california halibut,january,8279,2014
jacksmelt,january,0,2014
lingcod,january,0,2014
california lizardfish,january,2973,2014
louvar,january,52,2014
pacific mackerel,january,9384,2014
jack mackerel,january,0,2014
unspecified mackerel,january,0,2014
opah,january,801,2014
opaleye,january,6,2014
pacific electric ray,january,0,2014
bat ray,january,33,2014
unspecified ray,january,0,2014
mexican rockfish,january,0,2014
aurora rockfish,january,0,2014
bank rockfish,january,311,2014
black-and-yellow rockfish,january,31,2014
black rockfish,january,0,2014
blackgill rockfish,january,2347,2014
blue rockfish,january,32,2014
bocaccio rockfish,january,486,2014
brown rockfish,january,39,2014
chilipepper rockfish,january,272,2014
copper rockfish,january,676,2014
darkblotched rockfish,january,0,2014
flag rockfish,january,5,2014
gopher rockfish,january,102,2014
grass rockfish,january,212,2014
greenspotted rockfish,january,40,2014
greenstriped rockfish,january,0,2014
group bolina rockfish,january,0,2014
group red rockfish,january,472,2014
group shelf rockfish,january,0,2014
kelp rockfish,january,14,2014
olive rockfish,january,134,2014
rosy rockfish,january,0,2014
speckled rockfish,january,93,2014
splitnose rockfish,january,14,2014
squarespot rockfish,january,0,2014
starry rockfish,january,2,2014
treefish rockfish,january,7,2014
unspecified rockfish,january,0,2014
vermilion rockfish,january,1650,2014
widow rockfish,january,78,2014
yellowtail rockfish,january,38,2014
sablefish,january,29665,2014
chinook salmon,january,0,2014
pacific sanddab,january,0,2014
sanddab,january,115,2014
pacific sardine,january,159671,2014
california scorpionfish,january,0,2014
white seabass,january,2609,2014
pacific angel shark,january,778,2014
brown smoothhound shark,january,4,2014
horn shark,january,0,2014
leopard shark,january,47,2014
shortfin mako shark,january,636,2014
smooth hammerhead shark,january,0,2014
soupfin shark,january,33,2014
spiny dogfish shark,january,0,2014
thresher shark,january,1280,2014
unspecified shark,january,0,2014
white shark,january,0,2014
california sheephead,january,2894,2014
longnose skate,january,19,2014
unspecified skate,january,139,2014
true smelts,january,0,2014
dover sole,january,6,2014
english sole,january,237,2014
fantail sole,january,0,2014
petrale sole,january,0,2014
rex sole,january,0,2014
rock sole,january,1,2014
sand sole,january,0,2014
unspecified sole,january,895,2014
splittail,january,0,2014
stingray,january,0,2014
barred surfperch,january,211,2014
black surfperch,january,0,2014
rainbow surfperch,january,0,2014
unspecified surfperch,january,65,2014
swordfish,january,16673,2014
longspine thornyhead,january,691,2014
shortspine thornyhead,january,9471,2014
thornyheads,january,0,2014
pacific tomcod,january,100,2014
albacore tuna,january,0,2014
bigeye tuna,january,0,2014
bluefin tuna,january,997,2014
skipjack tuna,january,0,2014
yellowfin tuna,january,0,2014
turbot,january,0,2014
wahoo,january,0,2014
ocean whitefish,january,221,2014
pacific whiting,january,0,2014
yellowtail,january,0,2014
crustaceans,january,NA,2014
barnacle,january,0,2014
dungeness crab,january,1171,2014
box crab,january,0,2014
brown rock crab,january,15584,2014
claws crab,january,276,2014
king crab,january,0,2014
red rock crab,january,59275,2014
rock unspecified crab,january,12186,2014
spider crab,january,2184,2014
spider/sheep claws crab,january,156,2014
yellow rock crab,january,34342,2014
california spiny lobster,january,43039,2014
golden prawn,january,0,2014
ridgeback prawn,january,30655,2014
spot prawn,january,136,2014
ghost shrimp,january,0,2014
mantis shrimp,january,12,2014
red rock shrimp,january,0,2014
unspecified shrimp,january,0,2014
echinoderms,january,NA,2014
giant red sea cucumber,january,4703,2014
unspecified sea cucumber,january,66,2014
warty sea cucumber,january,1166,2014
purple sea urchin,january,0,2014
red sea urchin,january,556132,2014
keyhole limpet,january,0,2014
unspecified mollusk,january,0,2014
unspecified octopus,january,11,2014
sea hare,january,0,2014
sea snail,january,0,2014
top snail,january,0,2014
jumbo squid,january,0,2014
market squid,january,6,2014
kellet's whelk,january,5785,2014
dolphin (fish),january,0,2014
escolar,january,0,2014
california halibut,january,0,2014
opah,january,0,2014
pacific pomfret,january,0,2014
white seabass,january,0,2014
shortfin mako shark,january,0,2014
swordfish,january,0,2014
albacore tuna,january,0,2014
bigeye tuna,january,0,2014
skipjack tuna,january,0,2014
yellowfin tuna,january,0,2014
wahoo,january,0,2014
echinoderms,january,NA,2014
red sea urchin,january,0,2014
northern anchovy,february,0,2014
california barracuda,february,0,2014
giant sea bass,february,102,2014
blacksmith,february,0,2014
pacific bonito,february,0,2014
butterfish (pacific pompano),february,128,2014
cabezon,february,1214,2014
white croaker,february,114,2014
dolphin (fish),february,0,2014
california moray eel,february,19,2014
monkeyface (prickleback) eel,february,0,2014
escolar,february,1204,2014
unspecified fish,february,0,2014
arrowtooth flounder,february,0,2014
starry flounder,february,0,2014
unspecified flounder,february,0,2014
